Date,AirCraft_Type,AirCraft_Regn,AirCraft_FltNo,From,To,Total_Payload_kg,Distance_Flown_km,Hours_Flown
3/20/2024,C208,5Y-ESU,MAF 1,JUBA,YIROL,800,222,0.9
3/20/2024,C208,5Y-ESU,MAF 1,YIROL,JUBA,1197,222,2.4
3/21/2024,C208,5Y-ESU,MAF 1,JUBA,KAJO KEJI,1067,113,0.5
3/21/2024,C208,5Y-ESU,MAF 1,KAJO KEJI,YEI,865,107,0.5
3/21/2024,C208,5Y-ESU,MAF 1,YEI,JUBA,1250,126,0.8
3/22/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1026,120,0.5
3/22/2024,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,1103,104,0.6
3/22/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,OHILANG,1025,95,0.5
3/22/2024,C208,5Y-ESU,MAF 1,OHILANG,TORIT,1133,37,0.3
3/22/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1280,120,0.5
3/25/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,926,120,0.5
3/25/2024,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,1071,104,0.6
3/25/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,993,65,0.4
3/25/2024,C208,5Y-ESU,MAF 1,KAPOETA,KIMATONG,1194,39,0.3
3/25/2024,C208,5Y-ESU,MAF 1,KIMATONG,TORIT,871,80,0.4
3/25/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1289,120,0.6
3/26/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,929,148,0.7
3/26/2024,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1036,111,0.5
3/26/2024,C208,5Y-ESU,MAF 1,MARIDI,IBBA,1161,33,0.2
3/26/2024,C208,5Y-ESU,MAF 1,IBBA,JUBA,1004,270,1.2
3/27/2024,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,805,220,1
3/27/2024,C208,5Y-ESU,MAF 1,KAPOETA,OHILANG,1192,89,0.5
3/27/2024,C208,5Y-ESU,MAF 1,OHILANG,TORIT,1147,37,0.3
3/27/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1294,120,0.7
3/28/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,947,120,0.6
3/28/2024,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,1082,104,0.6
3/28/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,1003,65,0.3
3/28/2024,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1205,119,0.5
3/28/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1284,120,0.5
4/2/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,804,148,0.6
4/2/2024,C208,5Y-ESU,MAF 1,MUNDRI,IBBA,940,146,0.6
4/2/2024,C208,5Y-ESU,MAF 1,IBBA,YAMBIO,896,85,0.4
4/2/2024,C208,5Y-ESU,MAF 1,YAMBIO,MARIDI,1037,119,0.5
4/2/2024,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1226,237,0.9
4/3/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,992,120,0.6
4/3/2024,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1131,119,0.5
4/3/2024,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1210,119,0.5
4/3/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1289,120,0.5
4/3/2024,C208,5Y-ESU,MAF 1,JUBA,MVOLO,998,224,0.9
4/3/2024,C208,5Y-ESU,MAF 1,MVOLO,YIROL,1006,83,0.3
4/3/2024,C208,5Y-ESU,MAF 1,YIROL,JUBA,1197,222,0.8
4/10/2024,C208,5Y-ESU,MAF 1,JUBA,RUBKONA,896,532,2
4/10/2024,C208,5Y-ESU,MAF 1,RUBKONA,YIDA,931,96,0.6
4/10/2024,C208,5Y-ESU,MAF 1,YIDA,JUBA,999,606,2.1
4/12/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,983,120,0.6
4/12/2024,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1143,119,0.6
4/12/2024,C208,5Y-ESU,MAF 1,KAPOETA,OHILANG,1222,89,0.5
4/12/2024,C208,5Y-ESU,MAF 1,OHILANG,JUBA,1177,133,0.6
4/17/2024,C208,5Y-ESU,MAF 1,JUBA,YIROL,800,222,0.9
4/17/2024,C208,5Y-ESU,MAF 1,YIROL,TONJ,971,219,0.8
4/17/2024,C208,5Y-ESU,MAF 1,TONJ,MVOLO,1106,196,0.8
4/17/2024,C208,5Y-ESU,MAF 1,MVOLO,JUBA,1098,224,0.9
4/18/2024,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,937,352,1.2
4/18/2024,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,1047,352,1.5
4/18/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1060,148,0.8
4/18/2024,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1106,111,0.4
4/18/2024,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1231,237,1
4/22/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1129,120,0.6
4/22/2024,C208,5Y-ESU,MAF 1,TORIT,OHILANG,1222,37,0.2
4/22/2024,C208,5Y-ESU,MAF 1,OHILANG,LAFON,1149,52,0.3
4/22/2024,C208,5Y-ESU,MAF 1,LAFON,JUBA,805,98,0.6
5/2/2024,C208,5Y-ESU,MAF 1,JUBA,ARUA,1004,217,0.8
5/2/2024,C208,5Y-ESU,MAF 1,ARUA,YEI,1153,124,0.5
5/2/2024,C208,5Y-ESU,MAF 1,YEI,KAJO KEJI,1235,107,0.5
5/2/2024,C208,5Y-ESU,MAF 1,KAJO KEJI,JUBA,1000,113,0.5
5/3/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1310,120,0.6
5/3/2024,C208,5Y-ESU,MAF 1,TORIT,LOKICHOGIO,1044,196,0.9
5/3/2024,C208,5Y-ESU,MAF 1,LOKICHOGIO,KAPOETA,1008,106,0.5
5/3/2024,C208,5Y-ESU,MAF 1,KAPOETA,KIMATONG,1191,39,0.2
5/3/2024,C208,5Y-ESU,MAF 1,KIMATONG,OHILANG,868,52,0.3
5/3/2024,C208,5Y-ESU,MAF 1,OHILANG,LOKUTOK,1162,9,0.1
5/3/2024,C208,5Y-ESU,MAF 1,LOKUTOK,TORIT,801,41,0.4
5/3/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1328,120,0.6
5/8/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,947,120,0.6
5/8/2024,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1092,119,0.6
5/8/2024,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1171,65,0.4
5/8/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,LOKUTOK,1072,87,0.4
5/8/2024,C208,5Y-ESU,MAF 1,LOKUTOK,JUBA,793,143,0.6
5/9/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,977,148,0.6
5/9/2024,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1096,111,0.5
5/9/2024,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1221,237,1.1
5/14/2024,C208,5Y-ESU,MAF 1,JUBA,MALAKAL,731,519,2
5/14/2024,C208,5Y-ESU,MAF 1,MALAKAL,RENK,820,265,1
5/14/2024,C208,5Y-ESU,MAF 1,RENK,JUBA,980,763,2.6
5/20/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,912,120,0.5
5/20/2024,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1034,119,0.6
5/20/2024,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1112,65,0.3
5/20/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,OHILANG,1014,95,0.5
5/20/2024,C208,5Y-ESU,MAF 1,OHILANG,TORIT,1122,37,0.3
5/20/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1269,120,0.5
5/22/2024,C208,5Y-ESU,MAF 1,JUBA,RUMBEK,990,304,1.1
5/22/2024,C208,5Y-ESU,MAF 1,RUMBEK,TAMBURA,960,278,1.1
5/22/2024,C208,5Y-ESU,MAF 1,TAMBURA,JUBA,1126,463,2
5/23/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,622,120,0.6
5/23/2024,C208,5Y-ESU,MAF 1,TORIT,LOKICHOGIO,767,196,0.9
5/23/2024,C208,5Y-ESU,MAF 1,LOKICHOGIO,ILERET,778,213,1
5/23/2024,C208,5Y-ESU,MAF 1,ILERET,WILSON,1020,626,2.6
5/24/2024,C208,5Y-ESU,MAF 1,WILSON,KARGI,768,448,1.8
5/24/2024,C208,5Y-ESU,MAF 1,KARGI,MARSABIT,1012,52,0.2
5/24/2024,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,1056,454,1.8
5/27/2024,C208,5Y-ESU,MAF 1,WILSON,KALACHA,724,513,2.2
5/27/2024,C208,5Y-ESU,MAF 1,KALACHA,KARGI,796,72,0.3
5/27/2024,C208,5Y-ESU,MAF 1,KARGI,MARSABIT,1058,52,0.2
5/27/2024,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,1101,452,1.5
5/31/2024,C208,5Y-ESU,MAF 1,WILSON,KALACHA,684,513,2.1
5/31/2024,C208,5Y-ESU,MAF 1,KALACHA,MOYALE,703,189,0.8
5/31/2024,C208,5Y-ESU,MAF 1,MOYALE,MARSABIT,1026,174,0.7
5/31/2024,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,1133,452,1.5
6/3/2024,C208,5Y-ESU,MAF 1,WILSON,MARALAL,988,265,1.1
6/3/2024,C208,5Y-ESU,MAF 1,MARALAL,WILSON,881,269,1.3
6/3/2024,C208,5Y-ESU,MAF 1,WILSON,MARSABIT,798,448,1.8
6/3/2024,C208,5Y-ESU,MAF 1,MARSABIT,LOGLOGO,1040,41,0.2
6/4/2024,C208,5Y-ESU,MAF 1,LOGLOGO,WILSON,624,409,1.3
6/13/2024,C208,5Y-ESU,MAF 1,WILSON,WILSON,657,179,0.7
6/14/2024,C208,5Y-ESU,MAF 1,WILSON,LOGLOGO,1098,409,1.6
6/14/2024,C208,5Y-ESU,MAF 1,LOGLOGO,WILSON,737,409,1.5
6/15/2024,C208,5Y-ESU,MAF 1,WILSON,KORR,993,393,1.6
6/15/2024,C208,5Y-ESU,MAF 1,KORR,WILSON,749,393,1.7
6/18/2024,C208,5Y-ESU,MAF 1,WILSON,WILSON,1217,77,0.3
6/19/2024,C208,5Y-ESU,MAF 1,WILSON,ISIOLO,930,217,1
6/19/2024,C208,5Y-ESU,MAF 1,ISIOLO,WILSON,1166,217,1
6/21/2024,C208,5Y-ESU,MAF 1,WILSON,JUBA,486,904,3.1
6/24/2024,C208,5Y-ESU,MAF 1,JUBA,KAJOKEJI,1022,113,0.5
6/24/2024,C208,5Y-ESU,MAF 1,KAJOKEJI,JUBA,947,113,0.5
6/26/2024,C208,5Y-ESU,MAF 1,JUBA,MVOLO,817,224,0.9
6/26/2024,C208,5Y-ESU,MAF 1,MVOLO,TONJ,844,196,0.8
6/26/2024,C208,5Y-ESU,MAF 1,TONJ,YIROL,1096,219,0.9
6/26/2024,C208,5Y-ESU,MAF 1,YIROL,JUBA,1231,222,0.9
6/28/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1106,120,0.5
6/28/2024,C208,5Y-ESU,MAF 1,TORIT,KAJOKEJ,1217,119,0.6
6/28/2024,C208,5Y-ESU,MAF 1,KAJOKEJI,JUBA,986,113,0.5
7/1/2024,C208,5Y-ESU,MAF 1,JUBA,MABAN,675,615,2.3
7/1/2024,C208,5Y-ESU,MAF 1,MABAN,BOR,976,483,1.8
7/1/2024,C208,5Y-ESU,MAF 1,BOR,JUBA,1159,146,0.7
7/2/2024,C208,5Y-ESU,MAF 1,JUBA,MARIDI,978,237,0.9
7/2/2024,C208,5Y-ESU,MAF 1,MARIDI,IBBA,1130,33,0.2
7/2/2024,C208,5Y-ESU,MAF 1,IBBA,MUNDRI,976,146,0.6
7/2/2024,C208,5Y-ESU,MAF 1,MUNDRI,JUBA,1211,148,0.7
7/3/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,903,120,0.6
7/3/2024,C208,5Y-ESU,MAF 1,TORIT,OHILANG,1030,37,0.2
7/3/2024,C208,5Y-ESU,MAF 1,OHILANG,KIMATONG,958,52,0.3
7/3/2024,C208,5Y-ESU,MAF 1,KIMATONG,CHUKUDUM,752,61,0.3
7/3/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,1008,65,0.3
7/3/2024,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1210,119,0.5
7/3/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1289,120,0.5
7/4/2024,C208,5Y-ESU,MAF 1,JUBA,YEI,1179,126,0.5
7/4/2024,C208,5Y-ESU,MAF 1,YEI,JUBA,1264,126,0.6
7/5/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,845,120,0.5
7/5/2024,C208,5Y-ESU,MAF 1,TORIT,LOKICHOGIO,1236,196,0.8
7/5/2024,C208,5Y-ESU,MAF 1,LOKICHOGIO,KAPOETA,989,106,0.5
7/5/2024,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1171,65,0.4
7/5/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,JUBA,1072,222,0.9
7/8/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1062,120,0.5
7/8/2024,C208,5Y-ESU,MAF 1,TORIT,KIMATONG,1176,80,0.4
7/8/2024,C208,5Y-ESU,MAF 1,KIMATONG,LAFON,873,93,0.4
7/8/2024,C208,5Y-ESU,MAF 1,LAFON,JUBA,800,98,0.5
7/11/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,746,120,0.6
7/11/2024,C208,5Y-ESU,MAF 1,TORIT,WILSON,912,817,3.1
7/15/2024,C208,5Y-ESU,MAF 1,WILSON,KEEKOROK,913,178,0.7
7/15/2024,C208,5Y-ESU,MAF 1,KEEKOROK,WILSON,1067,176,0.7
7/15/2024,C208,5Y-ESU,MAF 1,WILSON,KEEKOROK,1178,178,0.7
7/15/2024,C208,5Y-ESU,MAF 1,KEEKOROK,WILSON,1289,176,0.7
7/17/2024,C208,5Y-ESU,MAF 1,WILSON,HOMABAY,1070,272,1.1
7/17/2024,C208,5Y-ESU,MAF 1,HOMABAY,WILSON,1239,280,1
7/18/2024,C208,5Y-ESU,MAF 1,WILSON,LOKORI,928,389,1.5
7/18/2024,C208,5Y-ESU,MAF 1,LOKORI,JOMO,1166,419,1.9
7/18/2024,C208,5Y-ESU,MAF 1,JOMO,WILSON,1393,26,0.1
7/22/2024,C208,5Y-ESU,MAF 1,WILSON,DUKANA,690,598,2.2
7/22/2024,C208,5Y-ESU,MAF 1,DUKANA,MOYALE,1029,207,0.8
7/22/2024,C208,5Y-ESU,MAF 1,MOYALE,LOGLOGO,1156,209,0.9
7/22/2024,C208,5Y-ESU,MAF 1,LOGLOGO,WILSON,585,409,1.6
7/25/2024,C208,5Y-ESU,MAF 1,WILSON,LOISABA,638,228,0.9
7/25/2024,C208,5Y-ESU,MAF 1,LOISABA,SHABA,738,100,0.4
7/26/2024,C208,5Y-ESU,MAF 1,SHABA,LOISABA,805,100,0.5
7/26/2024,C208,5Y-ESU,MAF 1,LOISABA,MOYALE,797,407,1.5
7/26/2024,C208,5Y-ESU,MAF 1,MOYALE,LOGLOGO,1029,209,0.9
7/26/2024,C208,5Y-ESU,MAF 1,LOGLOGO,ISIOLO,696,187,0.8
7/26/2024,C208,5Y-ESU,MAF 1,ISIOLO,WILSON,1269,217,1
7/26/2024,C208,5Y-ESU,MAF 1,WILSON,LOISABA,723,220,0.9
7/26/2024,C208,5Y-ESU,MAF 1,LOISABA,SHABA,870,100,0.5
7/27/2024,C208,5Y-ESU,MAF 1,SHABA,LOISABA,937,100,0.5
7/27/2024,C208,5Y-ESU,MAF 1,LOISABA,SHABA,1003,100,0.5
7/27/2024,C208,5Y-ESU,MAF 1,SHABA,WILSON,1069,283,1
7/29/2024,C208,5Y-ESU,MAF 1,WILSON,SHABA,803,256,1
7/29/2024,C208,5Y-ESU,MAF 1,SHABA,LOISABA,966,100,0.5
7/29/2024,C208,5Y-ESU,MAF 1,LOISABA,LOKORI,1031,174,0.7
7/29/2024,C208,5Y-ESU,MAF 1,LOKORI,WILSON,1138,407,2.2
7/29/2024,C208,5Y-ESU,MAF 1,WILSON,LOKORI,932,389,1.4
7/29/2024,C208,5Y-ESU,MAF 1,LOKORI,WILSON,1153,407,1.4
8/9/2024,C208,5Y-ESU,MAF 1,WILSON,JUBA,711,904,3.5
8/15/2024,C208,5Y-ESU,MAF 1,JUBA,CHUKUDUM,1054,222,1
8/15/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,JUBA,1086,222,1
8/16/2024,C208,5Y-ESU,MAF 1,JUBA,JUBA,853,766,3
8/20/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,953,148,0.6
8/20/2024,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1096,111,0.5
8/20/2024,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1221,237,1
8/22/2024,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,800,352,1.7
8/22/2024,C208,5Y-ESU,MAF 1,YAMBIO,MARIDI,883,119,0.5
8/22/2024,C208,5Y-ESU,MAF 1,MARIDI,MUNDRI,1072,111,0.5
8/22/2024,C208,5Y-ESU,MAF 1,MUNDRI,YIROL,1092,135,0.5
8/22/2024,C208,5Y-ESU,MAF 1,YIROL,JUBA,1236,222,0.9
8/23/2024,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,1003,220,0.9
8/23/2024,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1190,65,0.4
8/23/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,JUBA,1091,222,0.9
8/26/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,857,120,0.5
8/26/2024,C208,5Y-ESU,MAF 1,TORIT,LOKI,1149,196,0.8
8/26/2024,C208,5Y-ESU,MAF 1,LOKI,LOKI,1160,102,0.4
8/29/2024,C208,5Y-ESU,MAF 1,LOKI,LOKI,973,51,0.2
8/30/2024,C208,5Y-ESU,MAF 1,LOKI,WILSON,827,704,2.7
8/31/2024,C208,5Y-ESU,MAF 1,WILSON,OLKIOMBO,889,191,0.7
8/31/2024,C208,5Y-ESU,MAF 1,OLKIOMBO,WILSON,1248,191,0.8
9/2/2024,C208,5Y-ESU,MAF 1,WILSON,KITALE,907,332,1.2
9/2/2024,C208,5Y-ESU,MAF 1,KITALE,KEEKOROK,1102,287,1.2
9/2/2024,C208,5Y-ESU,MAF 1,KEEKOROK,WILSON,1269,176,0.8
9/7/2024,C208,5Y-ESU,MAF 1,WILSON,LODWAR,984,522,2.1
9/7/2024,C208,5Y-ESU,MAF 1,LODWAR,MARSABIT,961,280,1.1
9/7/2024,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,1125,452,1.7
9/9/2024,C208,5Y-ESU,MAF 1,WILSON,SESIA,950,254,1
9/9/2024,C208,5Y-ESU,MAF 1,SESIA,WILSON,989,254,1.4
9/10/2024,C208,5Y-ESU,MAF 1,WILSON,MAGADI,822,96,1.5
9/10/2024,C208,5Y-ESU,MAF 1,MAGADI,WILSON,883,124,0.5
9/12/2024,C208,5Y-ESU,MAF 1,WILSON,LODWAR,700,522,2
9/12/2024,C208,5Y-ESU,MAF 1,LODWAR,WILSON,1020,541,2
9/13/2024,C208,5Y-ESU,MAF 1,WILSON,ELDORET,631,267,1.2
9/13/2024,C208,5Y-ESU,MAF 1,ELDORET,TORIT,812,541,1.9
9/13/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1118,120,0.5
9/16/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1129,120,0.6
9/16/2024,C208,5Y-ESU,MAF 1,TORIT,OHILANG,1245,37,0.3
9/16/2024,C208,5Y-ESU,MAF 1,OHILANG,JUBA,1172,133,0.9
9/17/2024,C208,5Y-ESU,MAF 1,JUBA,MABAN,673,615,2.2
9/17/2024,C208,5Y-ESU,MAF 1,MABAN,JUBA,1105,615,2.3
9/18/2024,C208,5Y-ESU,MAF 1,JUBA,IBBA,901,270,1
9/18/2024,C208,5Y-ESU,MAF 1,IBBA,YEI,919,189,0.8
9/18/2024,C208,5Y-ESU,MAF 1,YEI,KAJO KEJI,1226,107,0.5
9/18/2024,C208,5Y-ESU,MAF 1,KAJO KEJI,JUBA,991,113,0.6
9/20/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,950,120,0.5
9/20/2024,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1067,119,0.6
9/20/2024,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1146,65,0.3
9/20/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,TORIT,1047,104,0.5
9/20/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1269,120,0.5
9/23/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1087,120,0.6
9/23/2024,C208,5Y-ESU,MAF 1,TORIT,OHILANG,1203,37,0.3
9/23/2024,C208,5Y-ESU,MAF 1,OHILANG,LAFON,1130,52,0.3
9/23/2024,C208,5Y-ESU,MAF 1,LAFON,JUBA,786,98,0.4
9/24/2024,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,764,352,1.3
9/24/2024,C208,5Y-ESU,MAF 1,YAMBIO,TAMBURA,891,156,0.7
9/24/2024,C208,5Y-ESU,MAF 1,TAMBURA,JUBA,1102,463,1.8
9/25/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1012,120,0.5
9/25/2024,C208,5Y-ESU,MAF 1,TORIT,KIMATONG,1131,80,0.4
9/25/2024,C208,5Y-ESU,MAF 1,KIMATONG,LOKUTOK,828,43,0.2
9/25/2024,C208,5Y-ESU,MAF 1,LOKUTOK,OHILANG,738,9,0.1
9/25/2024,C208,5Y-ESU,MAF 1,OHILANG,TORIT,1137,37,0.3
9/25/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1284,120,0.5
9/26/2024,C208,5Y-ESU,MAF 1,JUBA,TAMBURA,774,463,1.7
9/26/2024,C208,5Y-ESU,MAF 1,TAMBURA,MARIDI,1079,232,1
9/26/2024,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1221,237,1
9/27/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,840,120,0.6
9/27/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1294,120,0.5
9/27/2024,C208,5Y-ESU,MAF 1,JUBA,LAFON,1029,98,0.5
9/27/2024,C208,5Y-ESU,MAF 1,LAFON,CHUKUDUM,598,154,0.7
9/27/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,1040,65,0.4
9/27/2024,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1241,220,1
9/30/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,1016,120,0.6
9/30/2024,C208,5Y-ESU,MAF 1,TORIT,OHILANG,1129,37,0.3
9/30/2024,C208,5Y-ESU,MAF 1,OHILANG,KAPOETA,1056,89,0.4
9/30/2024,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1231,220,0.9
10/1/2024,C208,5Y-ESU,MAF 1,JUBA,TAMBURA,721,463,1.7
10/1/2024,C208,5Y-ESU,MAF 1,TAMBURA,YAMBIO,1065,156,0.7
10/1/2024,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,1056,352,1.5
10/3/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,971,148,0.7
10/3/2022,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,964,220,0.9
10/3/2022,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1095,65,0.3
10/3/2024,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1045,111,0.6
10/3/2024,C208,5Y-ESU,MAF 1,MARIDI,IBBA,1170,33,0.2
10/3/2024,C208,5Y-ESU,MAF 1,IBBA,JUBA,1013,270,1
10/4/2024,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,908,220,0.9
10/4/2024,C208,5Y-ESU,MAF 1,KAPOETA,KIMATONG,1100,39,0.3
10/4/2024,C208,5Y-ESU,MAF 1,KIMATONG,OHILANG,728,52,0.3
10/4/2024,C208,5Y-ESU,MAF 1,OHILANG,TORIT,1072,37,0.3
10/4/2024,C208,5Y-ESU,MAF 1,TORIT,JUBA,1219,120,0.5
10/8/2024,C208,5Y-ESU,MAF 1,JUBA,RUBKONA,793,532,2
10/8/2024,C208,5Y-ESU,MAF 1,RUBKONA,JUBA,114,532,2
10/9/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,949,120,0.6
10/9/2024,C208,5Y-ESU,MAF 1,TORIT,LAFON,1049,69,0.4
10/9/2024,C208,5Y-ESU,MAF 1,LAFON,KAPOETA,604,126,0.6
10/9/2024,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1185,65,0.4
10/9/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,JUBA,1086,222,0.9
10/10/2024,C208,5Y-ESU,MAF 1,JUBA,WILSON,804,900,3.6
10/14/2024,C208,5Y-ESU,MAF 1,WILSON,MARSABIT,662,448,1.7
10/14/2024,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,899,452,1.7
10/16/2024,C208,5Y-ESU,MAF 1,WILSON,ENAIREBUK,1083,139,0.6
10/16/2024,C208,5Y-ESU,MAF 1,ENAIREBUK,WILSON,751,135,0.5
10/18/2024,C208,5Y-ESU,MAF 1,WILSON,MARSABIT,818,448,1.6
10/18/2024,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,1060,452,1.7
10/22/2024,C208,5Y-ESU,MAF 1,WILSON,SESIA,606,254,1
10/22/2024,C208,5Y-ESU,MAF 1,SESIA,ILERET,627,398,1.4
10/22/2024,C208,5Y-ESU,MAF 1,ILERET,WILSON,924,639,2.4
10/28/2024,C208,5Y-ESU,MAF 1,WILSON,ENAIREBUK,857,139,0.6
10/28/2024,C208,5Y-ESU,MAF 1,ENAIREBUK,MAGADI,504,54,0.3
10/28/2024,C208,5Y-ESU,MAF 1,MAGADI,WILSON,1009,383,1.5
11/9/2024,C208,5Y-ESU,MAF 1,WILSON,WILSON,400,0,0.2
11/9/2024,C208,5Y-ESU,MAF 1,WILSON,JUBA,606,902,3
11/9/2024,C208,5Y-ESU,MAF 1,JUBA,LAFON,1149,98,0.6
11/9/2024,C208,5Y-ESU,MAF 1,LAFON,LAFON,719,0,0.1
11/9/2024,C208,5Y-ESU,MAF 1,LAFON,JUBA,735,98,0.5
11/14/2024,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,844,148,0.6
11/14/2024,C208,5Y-ESU,MAF 1,MUNDRI,IBBA,933,146,0.6
11/14/2024,C208,5Y-ESU,MAF 1,IBBA,MARIDI,888,33,0.3
11/14/2024,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1111,237,1
11/15/2024,C208,5Y-ESU,MAF 1,JUBA,TORIT,895,120,0.6
11/15/2024,C208,5Y-ESU,MAF 1,TORIT,OHILANG,1027,37,0.3
11/15/2024,C208,5Y-ESU,MAF 1,OHILANG,KIMATONG,954,52,0.3
11/15/2024,C208,5Y-ESU,MAF 1,KIMATONG,CHUKUDUM,698,61,0.3
11/15/2024,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,1005,65,0.4
11/15/2024,C208,5Y-ESU,MAF 1,KAPOETA ,JUBA,1206,220,0.9
