Date,AirCraft_Type,AirCraft_Regn,AirCraft_FltNo,From,To,Total_Payload_kg,Distance_Flown_km,Hours_Flown
2/23/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1235,120,0.5
2/26/2024,C208,5Y-MAE,MAF 7,JUBA,KAPOETA,956,220,0.9
2/26/2024,C208,5Y-MAE,MAF 7,KAPOETA,CHUKUDUM,1107,65,0.4
2/26/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,TORIT,1008,104,0.5
2/26/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1230,120,0.5
2/27/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,764,148,0.7
2/27/2024,C208,5Y-MAE,MAF 7,MUNDRI,TAMBURA,824,319,1.2
2/27/2024,C208,5Y-MAE,MAF 7,TAMBURA,JUBA,1062,463,1.7
2/28/2024,C208,5Y-MAE,MAF 7,JUBA,RUBKONA,1043,532,2
2/28/2024,C208,5Y-MAE,MAF 7,RUBKONA,YIDA,951,96,0.5
2/28/2024,C208,5Y-MAE,MAF 7,YIDA,JUBA,1019,606,2
2/29/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,628,222,1
2/29/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,TORIT,631,104,0.4
2/29/2024,C208,5Y-MAE,MAF 7,TORIT,WILSON,853,817,3.1
3/1/2024,C208,5Y-MAE,MAF 7,WILSON,JUBA,810,900,3.3
3/4/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1018,120,0.6
3/4/2024,C208,5Y-MAE,MAF 7,TORIT,CHUKUDUM,1110,104,0.5
3/4/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,JUBA,1032,222,1.1
3/5/2024,C208,5Y-MAE,MAF 7,JUBA,KURON,839,337,1.4
3/5/2024,C208,5Y-MAE,MAF 7,KURON,JUBA,1114,337,1.3
3/6/2024,C208,5Y-MAE,MAF 7,JUBA,ARUA,1094,217,0.9
3/6/2024,C208,5Y-MAE,MAF 7,ARUA,TORORO,932,446,1.8
3/6/2024,C208,5Y-MAE,MAF 7,TORORO,ENTEBBE,1189,206,0.9
3/6/2024,C208,5Y-MAE,MAF 7,ENTEBBE,JUBA,1006,546,2.1
3/7/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,757,120,0.6
3/7/2024,C208,5Y-MAE,MAF 7,TORIT,WILSON,877,793,3.2
3/15/2024,C208,5Y-MAE,MAF 7,WILSON,KAPOETA,635,778,2.8
3/15/2024,C208,5Y-MAE,MAF 7,KAPOETA,TORIT,1091,119,0.5
3/15/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1170,120,0.5
3/18/2024,C208,5Y-MAE,MAF 7,JUBA,YEI,1155,126,0.6
3/18/2024,C208,5Y-MAE,MAF 7,YEI,JUBA,1274,126,0.5
3/19/2024,C208,5Y-MAE,MAF 7,JUBA,YUAI,863,339,1.3
3/19/2024,C208,5Y-MAE,MAF 7,YUAI,JUBA,995,339,1.3
3/21/2024,C208,5Y-MAE,MAF 7,JUBA,IBBA,709,270,1.1
3/21/2024,C208,5Y-MAE,MAF 7,IBBA,TAMBURA,670,207,0.9
3/21/2024,C208,5Y-MAE,MAF 7,TAMBURA,YAMBIO,988,156,0.6
3/21/2024,C208,5Y-MAE,MAF 7,YAMBIO,MUNDRI,978,230,1.1
3/21/2024,C208,5Y-MAE,MAF 7,MUNDRI,JUBA,1176,148,0.7
3/22/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,970,222,1
3/22/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,JUBA,993,222,0.8
3/22/2024,C208,5Y-MAE,MAF 7,JUBA,YUAI,879,339,1.3
3/22/2024,C208,5Y-MAE,MAF 7,YUAI,JUBA,1582,339,1.3
3/26/2024,C208,5Y-MAE,MAF 7,JUBA,BOR,1040,146,0.6
3/26/2024,C208,5Y-MAE,MAF 7,BOR,MANDENG,999,309,1.3
3/26/2024,C208,5Y-MAE,MAF 7,MANDENG,JUBA,714,439,1.6
3/27/2024,C208,5Y-MAE,MAF 7,JUBA,YIROL,797,222,1
3/27/2024,C208,5Y-MAE,MAF 7,YIROL,TONJ,925,219,0.9
3/27/2024,C208,5Y-MAE,MAF 7,TONJ,JUBA,1060,419,1.7
3/27/2024,C208,5Y-MAE,MAF 7,JUBA,YEI,1085,126,0.5
3/27/2024,C208,5Y-MAE,MAF 7,YEI,KAJO KEJI,1167,107,0.5
3/27/2024,C208,5Y-MAE,MAF 7,KAJO KEJI,JUBA,932,113,0.5
3/28/2024,C208,5Y-MAE,MAF 7,JUBA,YUAI,911,339,1.2
3/28/2024,C208,5Y-MAE,MAF 7,YUAI,JUBA,1000,339,1.3
4/8/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,KIMATONG,962,61,0.3
4/8/2024,C208,5Y-MAE,MAF 7,KIMATONG,TORIT,798,80,0.4
4/8/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1216,120,0.6
4/9/2024,C208,5Y-MAE,MAF 7,JUBA,MARIDI,543,237,0.9
4/9/2024,C208,5Y-MAE,MAF 7,IBBA,TAMBURA,598,207,0.8
4/9/2024,C208,5Y-MAE,MAF 7,TAMBURA,YAMBIO,916,156,0.6
4/9/2024,C208,5Y-MAE,MAF 7,YAMBIO,JUBA,907,352,1.4
4/12/2024,C208,5Y-MAE,MAF 7,JUBA,LOKI,810,313,1.3
4/12/2024,C208,5Y-MAE,MAF 7,LOKI,KAPOETA,925,106,0.5
4/12/2024,C208,5Y-MAE,MAF 7,KAPOETA,CHUKUDUM,1107,65,0.4
4/12/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,TORIT,1008,104,0.4
4/12/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1230,120,0.5
4/15/2024,C208,5Y-MAE,MAF 7,JUBA,MVOLO,832,224,1
4/15/2024,C208,5Y-MAE,MAF 7,MVOLO,JUBA,1005,224,1.1
4/15/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,877,222,1
4/15/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,TORIT,862,104,0.5
4/15/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1084,120,0.6
4/17/2024,C208,5Y-MAE,MAF 7,JUBA,AYOD,897,363,1.5
4/17/2024,C208,5Y-MAE,MAF 7,AYOD,JUBA,1110,363,1.3
4/18/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,540,120,0.6
4/18/2024,C208,5Y-MAE,MAF 7,TORIT,ELDORET,675,541,2.2
4/18/2024,C208,5Y-MAE,MAF 7,ELDORET,WILSON,981,283,1.1
4/19/2024,C208,5Y-MAE,MAF 7,WILSON,KAPOETA,621,772,2.8
4/19/2024,C208,5Y-MAE,MAF 7,KAPOETA,LOKI,1050,106,0.6
4/19/2024,C208,5Y-MAE,MAF 7,LOKI,WILSON,959,689,3
4/19/2024,C208,5Y-MAE,MAF 7,WILSON,WILSON,909,460,1.8
4/25/2024,C208,5Y-MAE,MAF 7,WILSON,WILSON,575,179,0.7
4/27/2024,C208,5Y-MAE,MAF 7,WILSON,NARIOKOTOME,696,630,2.5
4/27/2024,C208,5Y-MAE,MAF 7,NARIOKOTOME,LOGLOGO,1040,330,1.3
4/27/2024,C208,5Y-MAE,MAF 7,LOGLOGO,MARSABIT,526,41,0.2
4/27/2024,C208,5Y-MAE,MAF 7,MARSABIT,WILSON,1020,452,2
4/29/2024,C208,5Y-MAE,MAF 7,WILSON,MOYALE,564,619,2.2
4/29/2024,C208,5Y-MAE,MAF 7,MOYALE,MARSABIT,849,174,0.7
4/29/2024,C208,5Y-MAE,MAF 7,MARSABIT,WILSON,951,452,1.6
5/1/2024,C208,5Y-MAE,MAF 7,WILSON,NARIOKOTOME,742,630,2.4
5/1/2024,C208,5Y-MAE,MAF 7,NARIOKOTOME,LODWAR,1082,113,0.5
5/2/2024,C208,5Y-MAE,MAF 7,LODWAR,WILSON,996,541,1.9
5/3/2024,C208,5Y-MAE,MAF 7,WILSON,TORIT,571,800,2.9
5/3/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1230,120,0.5
5/6/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,929,120,0.6
5/6/2024,C208,5Y-MAE,MAF 7,TORIT,CHUKUDUM,1065,104,0.5
5/6/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,KIMATONG,987,61,0.3
5/6/2024,C208,5Y-MAE,MAF 7,KIMATONG,JUBA,823,183,0.9
5/7/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,797,148,0.6
5/7/2024,C208,5Y-MAE,MAF 7,MUNDRI,IBBA,885,146,0.6
5/7/2024,C208,5Y-MAE,MAF 7,IBBA,MARIDI,840,33,0.2
5/7/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1063,237,1.1
5/7/2024,C208,5Y-MAE,MAF 7,JUBA,KAPOETA,900,220,1
5/7/2024,C208,5Y-MAE,MAF 7,KAPOETA,OHILANG,1073,89,0.4
5/7/2024,C208,5Y-MAE,MAF 7,OHILANG,JUBA,1028,133,0.5
5/8/2024,C208,5Y-MAE,MAF 7,JUBA,YEI,711,126,0.6
5/8/2024,C208,5Y-MAE,MAF 7,YEI,ARUA,869,122,0.5
5/8/2024,C208,5Y-MAE,MAF 7,ARUA,YEI,951,124,0.6
5/8/2024,C208,5Y-MAE,MAF 7,YEI,KAJO KEJI ,1033,107,0.6
5/8/2024,C208,5Y-MAE,MAF 7,KAJO KEJI,JUBA,798,113,0.5
5/9/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,699,120,0.6
5/9/2024,C208,5Y-MAE,MAF 7,TORIT,WILSON,869,817,3.1
5/10/2024,C208,5Y-MAE,MAF 7,WILSON,ELDORET,651,265,1
5/10/2024,C208,5Y-MAE,MAF 7,ELDORET,LOKICHOGIO,873,437,1.7
5/10/2024,C208,5Y-MAE,MAF 7,LOKICHOGIO,KAPOETA,936,106,0.5
5/10/2024,C208,5Y-MAE,MAF 7,KAPOETA,TORIT,1117,119,0.5
5/10/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1197,120,0.5
5/14/2024,C208,5Y-MAE,MAF 7,JUBA,MARIDI,852,237,1
5/14/2024,C208,5Y-MAE,MAF 7,MARIDI,YAMBIO,1009,119,0.5
5/14/2024,C208,5Y-MAE,MAF 7,YAMBIO,MUNDRI,978,230,1
5/14/2024,C208,5Y-MAE,MAF 7,MUNDRI,JUBA,1176,148,0.8
5/21/2024,C208,5Y-MAE,MAF 7,JUBA,BOR,950,146,0.6
5/21/2024,C208,5Y-MAE,MAF 7,BOR,LANKIEN,916,265,1.1
5/21/2024,C208,5Y-MAE,MAF 7,LANKIEN,JUBA,1076,409,1.4
5/28/2024,C208,5Y-MAE,MAF 7,JUBA,YAMBIO,753,352,1.3
5/28/2024,C208,5Y-MAE,MAF 7,YAMBIO,TAMBURA,856,156,0.7
5/28/2024,C208,5Y-MAE,MAF 7,TAMBURA,JUBA,1067,463,2.1
5/29/2024,C208,5Y-MAE,MAF 7,JUBA,LAFON,897,98,0.4
5/29/2024,C208,5Y-MAE,MAF 7,LAFON,KAPOETA,532,126,0.6
5/29/2024,C208,5Y-MAE,MAF 7,KAPOETA,CHUKUDUM,1112,65,0.4
5/29/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,TORIT,1013,104,0.4
5/29/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1235,120,0.5
5/31/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,1008,222,0.9
5/31/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,TORIT,904,104,0.5
5/31/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1126,120,0.5
6/3/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,977,120,0.5
6/3/2024,C208,5Y-MAE,MAF 7,TORIT,CHUKUDUM,1091,104,0.5
6/3/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,JUBA,1013,222,0.8
6/5/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,743,148,0.7
6/5/2024,C208,5Y-MAE,MAF 7,MUNDRI,MARIDI,813,111,0.6
6/5/2024,C208,5Y-MAE,MAF 7,MARIDI,YAMBIO,938,119,0.5
6/5/2024,C208,5Y-MAE,MAF 7,YAMBIO,JUBA,907,352,1.5
6/6/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,739,120,0.6
6/6/2024,C208,5Y-MAE,MAF 7,TORIT,WILSON,853,817,3
6/7/2024,C208,5Y-MAE,MAF 7,WILSON,MARALAL,1111,265,1.1
6/7/2024,C208,5Y-MAE,MAF 7,MARALAL,WILSON,1002,269,1.1
6/10/2024,C208,5Y-MAE,MAF 7,WILSON,NYERI,949,115,0.5
6/10/2024,C208,5Y-MAE,MAF 7,NYERI,OLKIOMBO,1026,237,0.8
6/10/2024,C208,5Y-MAE,MAF 7,OLKIOMBO,WILSON,1162,191,0.8
6/12/2024,C208,5Y-MAE,MAF 7,WILSON,OLKIOMBO,863,191,0.7
6/12/2024,C208,5Y-MAE,MAF 7,OLKIOMBO,WILSON,978,191,0.8
6/12/2024,C208,5Y-MAE,MAF 7,WILSON,OLKIOMBO,1091,191,0.7
6/12/2024,C208,5Y-MAE,MAF 7,OLKIOMBO,WILSON,1204,191,0.7
6/14/2024,C208,5Y-MAE,MAF 7,WILSON,TORIT,621,800,3
6/14/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1073,120,0.5
6/18/2024,C208,5Y-MAE,MAF 7,JUBA,BOR,880,146,0.6
6/18/2024,C208,5Y-MAE,MAF 7,BOR,LANKIEN,812,265,1.3
6/18/2024,C208,5Y-MAE,MAF 7,LANKIEN,JUBA,972,409,1.6
6/19/2024,C208,5Y-MAE,MAF 7,JUBA,MVOLO,858,224,1
6/19/2024,C208,5Y-MAE,MAF 7,MVOLO,YIROL,903,83,0.5
6/19/2024,C208,5Y-MAE,MAF 7,YIROL,RUMBEK,1094,98,0.4
6/19/2024,C208,5Y-MAE,MAF 7,RUMBEK,TONJ,836,120,0.5
6/19/2024,C208,5Y-MAE,MAF 7,TONJ,JUBA,918,419,1.6
6/20/2024,C208,5Y-MAE,MAF 7,JUBA,TAMBURA,689,463,1.7
6/20/2024,C208,5Y-MAE,MAF 7,TAMBURA,MARIDI,967,232,1
6/20/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1109,237,1.1
7/1/2024,C208,5Y-MAE,MAF 7,JUBA,YEI,849,126,0.6
7/1/2024,C208,5Y-MAE,MAF 7,YEI,JUBA,1298,126,0.5
7/1/2024,C208,5Y-MAE,MAF 7,JUBA,MARIDI,1566,237,1
7/1/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1711,237,1
7/2/2024,C208,5Y-MAE,MAF 7,JUBA,YUAI,1101,339,1.3
7/2/2024,C208,5Y-MAE,MAF 7,YUAI,JUBA,1194,339,1.3
7/2/2024,C208,5Y-MAE,MAF 7,JUBA,TUAI,1106,339,1.3
7/2/2024,C208,5Y-MAE,MAF 7,YUAI,JUBA,1194,339,1.3
7/3/2024,C208,5Y-MAE,MAF 7,JUBA,BOR,1010,146,0.6
7/3/2024,C208,5Y-MAE,MAF 7,BOR,POCHALLA,981,296,1.4
7/3/2024,C208,5Y-MAE,MAF 7,POCHALLA,AYOD,819,315,1.2
7/3/2024,C208,5Y-MAE,MAF 7,AYOD,BOR,1346,217,0.9
7/3/2024,C208,5Y-MAE,MAF 7,BOR,JUBA,1381,146,0.6
7/24/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1274,120,0.6
7/24/2024,C208,5Y-MAE,MAF 7,TORIT,OHILANG,1105,37,0.3
7/24/2024,C208,5Y-MAE,MAF 7,OHILANG,KIMATONG,1032,52,0.3
7/24/2024,C208,5Y-MAE,MAF 7,KIMATONG,KAPOETA,827,39,0.3
7/24/2024,C208,5Y-MAE,MAF 7,KAPOETA,TORIT,1224,119,0.5
7/24/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1303,120,0.4
7/25/2024,C208,5Y-MAE,MAF 7,JUBA,TAMBURA,741,463,1.8
7/25/2024,C208,5Y-MAE,MAF 7,TAMBURA,YAMBIO,1009,156,0.6
7/25/2024,C208,5Y-MAE,MAF 7,YAMBIO,JUBA,999,352,1.4
7/26/2024,C208,5Y-MAE,MAF 7,JUBA,ARUA,881,217,0.9
7/26/2024,C208,5Y-MAE,MAF 7,ARUA,TORORO,840,446,1.7
7/26/2024,C208,5Y-MAE,MAF 7,TORORO,ARUA,1097,446,1.6
7/26/2024,C208,5Y-MAE,MAF 7,ARUA,JUBA,1224,217,0.9
7/29/2024,C208,5Y-MAE,MAF 7,JUBA,BOR,996,146,0.6
7/29/2024,C208,5Y-MAE,MAF 7,BOR,MABAN,757,483,1.8
7/29/2024,C208,5Y-MAE,MAF 7,MABAN,JUBA,1036,615,2.3
7/31/2024,C208,5Y-MAE,MAF 7,JUBA,YIDA,691,606,2.2
7/31/2024,C208,5Y-MAE,MAF 7,YIDA,JUBA,1077,606,2.3
8/1/2024,C208,5Y-MAE,MAF 7,JUBA,YAMBIO,801,352,1.4
8/1/2024,C208,5Y-MAE,MAF 7,YAMBIO,MARIDI,935,119,0.6
8/1/2024,C208,5Y-MAE,MAF 7,MARIDI,MUNDRI,1124,111,0.5
8/1/2024,C208,5Y-MAE,MAF 7,MUNDRI,JUBA,1149,148,0.8
8/5/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1004,120,0.5
8/5/2024,C208,5Y-MAE,MAF 7,TORIT,CHUKUDUM,1131,104,0.5
8/5/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,OHILANG,1053,95,0.6
8/5/2024,C208,5Y-MAE,MAF 7,OHILANG,TORIT,1161,37,0.4
8/5/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1308,120,0.5
8/6/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,1148,148,0.7
8/6/2024,C208,5Y-MAE,MAF 7,MUNDRI,JUBA,1283,148,0.6
8/7/2024,C208,5Y-MAE,MAF 7,JUBA,MVOLO,956,224,0.9
8/7/2024,C208,5Y-MAE,MAF 7,MVOLO,YIROL,995,83,0.4
8/7/2024,C208,5Y-MAE,MAF 7,YIROL,MVOLO,1186,83,0.5
8/7/2024,C208,5Y-MAE,MAF 7,MVOLO,JUBA,1117,224,0.9
8/9/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1050,120,0.8
8/9/2024,C208,5Y-MAE,MAF 7,TORIT,KAPOETA,1176,119,0.6
8/9/2024,C208,5Y-MAE,MAF 7,KAPOETA,JUBA,1255,220,0.8
8/9/2024,C208,5Y-MAE,MAF 7,JUBA,OHILANG,984,133,0.6
8/9/2024,C208,5Y-MAE,MAF 7,OHILANG,TORIT,963,37,0.3
8/9/2024,C208,5Y-MAE,MAF 7,TORIT,MUNDRI,1110,269,1
8/9/2024,C208,5Y-MAE,MAF 7,MUNDRI,JUBA,1219,148,0.7
8/12/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,944,120,0.6
8/12/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1303,120,1
8/13/2024,C208,5Y-MAE,MAF 7,JUBA,MARIDI,1015,237,1
8/13/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1210,261,1.1
8/14/2024,C208,5Y-MAE,MAF 7,JUBA,AWIEL,728,639,2.4
8/14/2024,C208,5Y-MAE,MAF 7,AWIEL,JUBA,1100,639,2.3
8/15/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,690,120,0.5
8/15/2024,C208,5Y-MAE,MAF 7,TORIT,ELDORET,913,541,2.1
8/15/2024,C208,5Y-MAE,MAF 7,ELDORET,WILSON,1219,283,1
8/16/2024,C208,5Y-MAE,MAF 7,WILSON,WILSON,925,230,0.9
8/26/2024,C208,5Y-MAE,MAF 7,WILSON,MARSABIT,609,448,1.7
8/26/2024,C208,5Y-MAE,MAF 7,MARSABIT,NORTH HORR,847,159,0.7
8/26/2024,C208,5Y-MAE,MAF 7,NORTH HORR,WILSON,942,552,1.9
8/28/2024,C208,5Y-MAE,MAF 7,WILSON,LOKI,657,685,2.3
8/29/2024,C208,5Y-MAE,MAF 7,LOKI,LODWAR,889,185,0.7
8/29/2024,C208,5Y-MAE,MAF 7,LODWAR,OLKIOMBO,995,506,2.1
8/29/2024,C208,5Y-MAE,MAF 7,OLKIOMBO,WILSON,1274,191,0.8
8/30/2024,C208,5Y-MAE,MAF 7,WILSON,LOKI,756,687,2.6
8/30/2024,C208,5Y-MAE,MAF 7,LOKI,TORIT,986,196,0.8
8/30/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1218,120,0.5
9/4/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,960,120,0.6
9/4/2024,C208,5Y-MAE,MAF 7,TORIT,KAPOETA,1154,119,0.6
9/4/2024,C208,5Y-MAE,MAF 7,KAPOETA,KIMATONG,1234,39,0.3
9/4/2024,C208,5Y-MAE,MAF 7,KIMATONG,JUBA,910,183,0.8
9/5/2024,C208,5Y-MAE,MAF 7,JUBA,MARIDI,951,237,1
9/5/2024,C208,5Y-MAE,MAF 7,MARIDI,KAJO KEJI,1146,272,1.1
9/5/2024,C208,5Y-MAE,MAF 7,KAJO KEJI,JUBA,1000,113,0.5
9/10/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,1102,148,0.6
9/10/2024,C208,5Y-MAE,MAF 7,MUNDRI,MARIDI,1044,111,0.5
9/10/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1170,237,1
9/16/2024,C208,5Y-MAE,MAF 7,JUBA,LAFON,1266,98,0.5
9/16/2024,C208,5Y-MAE,MAF 7,LAFON,JUBA,866,98,0.4
9/17/2024,C208,5Y-MAE,MAF 7,JUBA,YAMBIO,696,352,1.4
9/17/2024,C208,5Y-MAE,MAF 7,YAMBIO,TAMBURA,840,156,0.7
9/17/2024,C208,5Y-MAE,MAF 7,TAMBURA,JUBA,1050,463,1.8
9/18/2024,C208,5Y-MAE,MAF 7,JUBA,TONJ,789,419,1.5
9/18/2024,C208,5Y-MAE,MAF 7,TONJ,JUBA,1072,419,1.7
9/19/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,972,148,0.6
9/19/2024,C208,5Y-MAE,MAF 7,MUNDRI,MARIDI,1019,111,0.5
9/19/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1145,237,1
9/23/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,1030,222,1
9/23/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,KAPOETA,1017,65,0.3
9/23/2024,C208,5Y-MAE,MAF 7,KAPOETA,JUBA,1219,220,0.9
9/25/2024,C208,5Y-MAE,MAF 7,JUBA,YEI,1108,126,0.5
9/25/2024,C208,5Y-MAE,MAF 7,YEI,KAJO KEJI,1240,107,0.5
9/25/2024,C208,5Y-MAE,MAF 7,KAJO KEJI,JUBA,1005,113,0.5
10/2/2024,C208,5Y-MAE,MAF 7,JUBA,KAJOKEJI,1138,113,0.5
10/2/2024,C208,5Y-MAE,MAF 7,KAJOKEJI,YEI,913,107,0.4
10/2/2024,C208,5Y-MAE,MAF 7,YEI,JUBA,1298,126,0.6
10/4/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,985,222,1
10/4/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,KAPOETA,1029,65,0.3
10/4/2024,C208,5Y-MAE,MAF 7,KAPOETA,LAFON,1230,126,0.6
10/4/2024,C208,5Y-MAE,MAF 7,LAFON,JUBA,814,98,0.5
10/8/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,1041,148,0.7
10/8/2024,C208,5Y-MAE,MAF 7,MUNDRI,MARIDI,1115,111,0.5
10/8/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1240,237,1
10/9/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,872,120,1.1
10/9/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1148,120,1.2
10/14/2024,C208,5Y-MAE,MAF 7,JUBA,CHUKUDUM,1053,222,0.9
10/14/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,KAPOETA,1038,65,0.3
10/14/2024,C208,5Y-MAE,MAF 7,KAPOETA,LOKUTOK,1239,82,0.3
10/14/2024,C208,5Y-MAE,MAF 7,LOKUTOK,TORIT,810,41,0.2
10/14/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1337,120,0.5
10/15/2024,C208,5Y-MAE,MAF 7,JUBA,MUNDRI,1041,148,0.7
10/15/2024,C208,5Y-MAE,MAF 7,MUNDRI,MARIDI,1115,111,0.5
10/15/2024,C208,5Y-MAE,MAF 7,MARIDI,JUBA,1240,237,1
10/16/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1054,120,0.5
10/16/2024,C208,5Y-MAE,MAF 7,TORIT,OHILANG,1130,37,0.2
10/16/2024,C208,5Y-MAE,MAF 7,OHILANG,KIMATONG,1064,52,0.2
10/16/2024,C208,5Y-MAE,MAF 7,KIMATONG,KAPOETA,808,39,0.2
10/16/2024,C208,5Y-MAE,MAF 7,KAPOETA,JUBA,1255,220,0.9
10/17/2024,C208,5Y-MAE,MAF 7,JUBA,YEI,1142,126,0.5
10/17/2024,C208,5Y-MAE,MAF 7,YEI,JUBA,1303,126,0.5
10/21/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1082,120,0.5
10/21/2024,C208,5Y-MAE,MAF 7,TORIT,KAPOETA,1164,119,0.5
10/21/2024,C208,5Y-MAE,MAF 7,KAPOETA,TORIT,1243,119,0.5
10/21/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1322,120,0.5
10/23/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,977,120,0.6
10/23/2024,C208,5Y-MAE,MAF 7,TORIT,CHUKUDUM,1121,104,0.5
10/23/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,OHILANG,1043,95,0.4
10/23/2024,C208,5Y-MAE,MAF 7,OHILANG,TORIT,1151,37,0.2
10/23/2024,C208,5Y-MAE,MAF 7,TORIT,JUBA,1298,120,0.5
10/24/2024,C208,5Y-MAE,MAF 7,JUBA,YAMBIO,815,352,1.4
10/24/2024,C208,5Y-MAE,MAF 7,YAMBIO,TAMBURA,910,156,0.6
10/24/2024,C208,5Y-MAE,MAF 7,TAMBURA,JUBA,1120,463,1.8
10/25/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,998,120,0.5
10/25/2024,C208,5Y-MAE,MAF 7,TORIT,CHUKUDUM,1080,104,0.4
10/25/2024,C208,5Y-MAE,MAF 7,CHUKUDUM,KAPOETA,1002,65,0.3
10/25/2024,C208,5Y-MAE,MAF 7,KAPOETA,OHILANG,1203,89,0.4
10/25/2024,C208,5Y-MAE,MAF 7,OHILANG,LAFON,1158,52,0.2
10/25/2024,C208,5Y-MAE,MAF 7,LAFON,JUBA,814,98,0.4
10/26/2024,C208,5Y-MAE,MAF 7,JUBA,TONJ,887,419,1.6
10/26/2024,C208,5Y-MAE,MAF 7,TONJ,MVOLO,1130,196,0.8
10/26/2024,C208,5Y-MAE,MAF 7,MVOLO,JUBA,1122,224,0.9
10/28/2024,C208,5Y-MAE,MAF 7,JUBA,TORIT,1058,120,0.5
10/28/2024,C208,5Y-MAE,MAF 7,TORIT,KAPOETA,1140,119,0.5
10/28/2024,C208,5Y-MAE,MAF 7,KAPOETA,KIMATONG,1213,39,0.2
10/28/2024,C208,5Y-MAE,MAF 7,KIMATONG,JUBA,847,182,0.7
10/29/2024,C208,5Y-MAE,MAF 7,JUBA,TAMBURA,806,463,1.8
