"Date","AirCraft_Type","AirCraft_Regn","AirCraft_FltNo","From","To","Total_Payload_kg","Distance_Flown_km","Hours_Flown","Fuel_Burn_kg_Payload","Fuel_Burn_kg_Time"
"6/21/2021","C208","5Y-ESU","MAF 1","JUBA","CHUKUDUM",1008,222,0.9,89.5104,198
"6/21/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","JUBA",813,222,0.8,72.1944,176
"6/22/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",910,352,1.3,128.128,286
"6/22/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",991,352,1.4,139.5328,308
"6/22/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",1119,148,0.7,66.2448,154
"6/22/2021","C208","5Y-ESU","MAF 1","MUNDRI","JUBA",1124,148,0.6,66.5408,132
"6/28/2021","C208","5Y-ESU","MAF 1","JUBA","CHUKUDUM",1007,222,0.9,89.4216,198
"6/28/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",836,65,0.3,21.736,66
"6/28/2021","C208","5Y-ESU","MAF 1","KAPOETA","LOKICHOGGIO",1211,106,0.5,51.3464,110
"6/28/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","KAPOETA",1061,106,0.5,44.9864,110
"6/28/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1143,65,0.3,29.718,66
"6/28/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","TORIT",859,104,0.6,35.7344,132
"6/28/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1279,120,0.5,61.392,110
"6/29/2021","C208","5Y-ESU","MAF 1","JUBA","IBBA",864,270,1.1,93.312,242
"6/29/2021","C208","5Y-ESU","MAF 1","IBBA","YAMBIO",858,85,0.4,29.172,88
"6/29/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",997,351,1.3,139.9788,286
"6/30/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",743,352,1.3,104.6144,286
"6/30/2021","C208","5Y-ESU","MAF 1","YAMBIO","TAMBURA",820,156,0.7,51.168,154
"6/30/2021","C208","5Y-ESU","MAF 1","TAMBURA","JUBA",880,463,0.7,162.976,154
"7/2/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",887,120,0.5,42.576,110
"7/2/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",961,119,0.6,45.7436,132
"7/2/2021","C208","5Y-ESU","MAF 1","KAPOETA","LOKICHOGGIO",1052,106,0.5,44.6048,110
"7/2/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","KAPOETA",1111,106,0.5,47.1064,110
"7/2/2021","C208","5Y-ESU","MAF 1","KAPOETA","JUBA",1188,220,0.9,104.544,198
"7/5/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",945,120,0.5,45.36,110
"7/5/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",1020,119,0.6,48.552,132
"7/5/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1115,65,0.4,28.99,88
"7/5/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","LOKUTOK",840,87,0.4,29.232,88
"7/5/2021","C208","5Y-ESU","MAF 1","LOKUTOK","TORIT",764,41,0.3,12.5296,66
"7/5/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1265,120,0.5,60.72,110
"7/6/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",873,148,0.8,51.6816,176
"7/6/2021","C208","5Y-ESU","MAF 1","MUNDRI","YAMBIO",885,230,1,81.42,220
"7/6/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",1024,352,1.5,144.1792,330
"7/7/2021","C208","5Y-ESU","MAF 1","JUBA","MVOLO",678,224,0.9,60.7488,198
"7/7/2021","C208","5Y-ESU","MAF 1","MVOLO","TONJ",803,196,0.8,62.9552,176
"7/7/2021","C208","5Y-ESU","MAF 1","TONJ","MALUALKON",820,226,0.9,74.128,198
"7/7/2021","C208","5Y-ESU","MAF 1","MALUALKON","RUMBEK",906,332,1.3,120.3168,286
"7/7/2021","C208","5Y-ESU","MAF 1","RUMBEK","YIROL",1053,98,0.4,41.2776,88
"7/7/2021","C208","5Y-ESU","MAF 1","YIROL","JUBA",1130,222,0.9,100.344,198
"7/8/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",903,120,0.5,43.344,110
"7/8/2021","C208","5Y-ESU","MAF 1","TORIT","CHUKUDUM",975,104,0.5,40.56,110
"7/8/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",736,65,0.3,19.136,66
"7/8/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1134,65,0.4,29.484,88
"7/8/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","TORIT",849,104,0.4,35.3184,88
"7/8/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1247,120,0.5,59.856,110
"7/12/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",1023,120,0.6,49.104,132
"7/12/2021","C208","5Y-ESU","MAF 1","TORIT","CHUKUDUM",1073,104,0.5,44.6368,110
"7/12/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",820,65,0.3,21.32,66
"7/12/2021","C208","5Y-ESU","MAF 1","KAPOETA","LOKICHOGGIO",1204,106,0.5,51.0496,110
"7/12/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","WILSON",1006,685,2.7,275.644,594
"7/13/2021","C208","5Y-ESU","MAF 1","WILSON","MARSABIT",644,448,1.7,115.4048,374
"7/13/2021","C208","5Y-ESU","MAF 1","MARSABIT","WILSON",908,452,1.5,164.1664,330
"7/13/2021","C208","5Y-ESU","MAF 1","WILSON","LAMU",806,479,1.7,154.4296,374
"7/15/2021","C208","5Y-ESU","MAF 1","LAMU","BURA",1061,170,0.8,72.148,176
"7/15/2021","C208","5Y-ESU","MAF 1","BURA","WILSON",1174,346,1.3,162.4816,286
"7/16/2021","C208","5Y-ESU","MAF 1","WILSON","WILSON",618,130,0.5,32.136,110
"7/28/2021","C208","5Y-ESU","MAF 1","WILSON","WILSON",734,207,0.8,60.7752,176
"7/30/2021","C208","5Y-ESU","MAF 1","WILSON","LOKICHOGGIO",1037,685,2.5,284.138,550
"7/30/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","WILSON",969,685,2.5,265.506,550
"8/9/2021","C208","5Y-ESU","MAF 1","WILSON","LOKICHOGGIO",1041,685,2.6,285.234,572
"8/9/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","WILSON",1087,685,2.3,297.838,506
"8/10/2021","C208","5Y-ESU","MAF 1","WILSON","WILSON",943,181,0.7,68.2732,154
"8/20/2021","C208","5Y-ESU","MAF 1","WILSON","GATAB",655,446,1.7,116.852,374
"8/20/2021","C208","5Y-ESU","MAF 1","GATAB","LOKICHOGGIO",188,337,1.2,25.3424,264
"8/20/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","WILSON",1039,685,2.7,284.686,594
"8/23/2021","C208","5Y-ESU","MAF 1","WILSON","LOKICHOGGIO",638,685,2.3,174.812,506
"8/23/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","WILSON",1016,685,2.6,278.384,572
"8/24/2021","C208","5Y-ESU","MAF 1","WILSON","LODWAR",824,522,1.9,172.0512,418
"8/25/2021","C208","5Y-ESU","MAF 1","LODWAR","LOYENGALANI",1117,130,0.5,58.084,110
"8/25/2021","C208","5Y-ESU","MAF 1","LOYENGALANI","WILSON",1201,492,1.6,236.3568,352
"8/27/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","KAPOETA",1028,106,0.5,43.5872,110
"8/27/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1105,65,0.3,28.73,66
"8/27/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","TORIT",820,104,0.4,34.112,88
"8/27/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1223,120,0.5,58.704,110
"8/27/2021","C208","5Y-ESU","MAF 1","WILSON","LOKICHOGGIO",730,685,2.4,200.02,528
"8/31/2021","C208","5Y-ESU","MAF 1","JUBA","BOR",707,146,0.6,41.2888,132
"8/31/2021","C208","5Y-ESU","MAF 1","BOR","RENK",1167,620,2.3,289.416,506
"8/31/2021","C208","5Y-ESU","MAF 1","RENK","JUBA",663,763,2.7,202.3476,594
"9/1/2021","C208","5Y-ESU","MAF 1","JUBA","TONJ",834,419,1.6,139.7784,352
"9/1/2021","C208","5Y-ESU","MAF 1","TONJ","JUBA",878,419,1.6,147.1528,352
"9/3/2021","C208","5Y-ESU","MAF 1","JUBA","KAPOETA",1019,220,0.9,89.672,198
"9/3/2021","C208","5Y-ESU","MAF 1","KAPOETA","JUBA",1163,220,0.9,102.344,198
"9/3/2021","C208","5Y-ESU","MAF 1","JUBA","KAPOETA",987,220,0.9,86.856,198
"9/3/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1082,65,0.3,28.132,66
"9/3/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","TORIT",802,104,0.5,33.3632,110
"9/3/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1206,120,0.5,57.888,110
"9/10/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",927,120,0.5,44.496,110
"9/10/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",1002,119,0.5,47.6952,110
"9/10/2021","C208","5Y-ESU","MAF 1","KAPOETA","LOKICHOGGIO",1084,106,0.5,45.9616,110
"9/10/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","KAPOETA",1084,106,0.5,45.9616,110
"9/10/2021","C208","5Y-ESU","MAF 1","KAPOETA","TORIT",1148,119,0.5,54.6448,110
"9/10/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1220,120,0.6,58.56,132
"9/11/2021","C208","5Y-ESU","MAF 1","JUBA","KAJO KEJI",1116,113,0.5,50.4432,110
"9/11/2021","C208","5Y-ESU","MAF 1","KAJO KEJI","JUBA",917,113,0.5,41.4484,110
"9/13/2021","C208","5Y-ESU","MAF 1","JUBA","CHUKUDUM",978,222,0.9,86.8464,198
"9/13/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",791,65,0.3,20.566,66
"9/13/2021","C208","5Y-ESU","MAF 1","KAPOETA","KIMATONG",1175,39,0.3,18.33,66
"9/13/2021","C208","5Y-ESU","MAF 1","KIMATONG","TORIT",741,80,0.3,23.712,66
"9/13/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1257,120,0.5,60.336,110
"9/13/2021","C208","5Y-ESU","MAF 1","JUBA","LOKUTOK",1091,143,0.6,62.4052,132
"9/13/2021","C208","5Y-ESU","MAF 1","LOKUTOK","OHILANG",737,9,0.1,2.6532,22
"9/13/2021","C208","5Y-ESU","MAF 1","OHILANG","JUBA",1115,133,0.6,59.318,132
"9/14/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",885,148,0.7,52.392,154
"9/14/2021","C208","5Y-ESU","MAF 1","MUNDRI","IBBA",894,146,0.6,52.2096,132
"9/14/2021","C208","5Y-ESU","MAF 1","IBBA","YAMBIO",894,85,0.4,30.396,88
"9/14/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",1037,352,1.4,146.0096,308
"9/15/2021","C208","5Y-ESU","MAF 1","JUBA","TONJ",904,419,1.6,151.5104,352
"9/15/2021","C208","5Y-ESU","MAF 1","TONJ","WAU",968,91,0.4,35.2352,88
"9/15/2021","C208","5Y-ESU","MAF 1","WAU","JUBA",998,509,1.9,203.1928,418
"9/17/2021","C208","5Y-ESU","MAF 1","JUBA","KAJO KEJI",1032,113,0.6,46.6464,132
"9/17/2021","C208","5Y-ESU","MAF 1","KAJO KEJI","JUBA",826,113,0.6,37.3352,132
"9/17/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",983,120,0.6,47.184,132
"9/17/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",1074,119,0.5,51.1224,110
"9/17/2021","C208","5Y-ESU","MAF 1","KAPOETA","JUBA",1133,220,1,99.704,220
"9/21/2021","C208","5Y-ESU","MAF 1","JUBA","WAU",738,509,1.8,150.2568,396
"9/21/2021","C208","5Y-ESU","MAF 1","WAU","JUBA",1016,509,1.9,206.8576,418
"9/22/2021","C208","5Y-ESU","MAF 1","JUBA","RUMBEK",915,304,1.1,111.264,242
"9/22/2021","C208","5Y-ESU","MAF 1","RUMBEK","YIROL",1100,98,0.5,43.12,110
"9/22/2021","C208","5Y-ESU","MAF 1","YIROL","RUMBEK",1173,98,0.4,45.9816,88
"9/22/2021","C208","5Y-ESU","MAF 1","RUMBEK","JUBA",1119,304,1.2,136.0704,264
"9/23/2021","C208","5Y-ESU","MAF 1","JUBA","TONJ",1034,419,1.6,173.2984,352
"9/23/2021","C208","5Y-ESU","MAF 1","TONJ","RUMBEK",1091,120,0.5,52.368,110
"9/23/2021","C208","5Y-ESU","MAF 1","RUMBEK","YIROL",1018,98,0.5,39.9056,110
"9/23/2021","C208","5Y-ESU","MAF 1","YIROL","JUBA",1216,222,1,107.9808,220
"9/24/2021","C208","5Y-ESU","MAF 1","JUBA","KURON",734,337,1.3,98.9432,286
"9/24/2021","C208","5Y-ESU","MAF 1","KURON","CHUKUDUM",939,204,0.9,76.6224,198
"9/24/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",754,65,0.3,19.604,66
"9/24/2021","C208","5Y-ESU","MAF 1","KAPOETA","KIMATONG",1130,39,0.3,17.628,66
"9/24/2021","C208","5Y-ESU","MAF 1","KIMATONG","TORIT",710,80,0.4,22.72,88
"9/24/2021","C208","5Y-ESU","MAF 1","JUBA","JUBA",1234,120,0.6,59.232,132
"10/12/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",899,352,1.4,126.5792,308
"10/12/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",1020,352,1.3,143.616,286
"10/12/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",917,352,1.4,129.1136,308
"10/12/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",988,352,1.3,139.1104,286
"10/13/2021","C208","5Y-ESU","MAF 1","JUBA","YEI",980,126,0.6,49.392,132
"10/13/2021","C208","5Y-ESU","MAF 1","YEI","KAJO KEJI",1088,107,0.5,46.5664,110
"10/13/2021","C208","5Y-ESU","MAF 1","KAJO KEJI","NIMULE",861,56,0.3,19.2864,66
"10/13/2021","C208","5Y-ESU","MAF 1","NIMULE","ARUA",985,145,0.6,57.13,132
"10/13/2021","C208","5Y-ESU","MAF 1","ARUA","JUBA",1179,217,0.8,102.3372,176
"10/14/2021","C208","5Y-ESU","MAF 1","JUBA","KURON",898,337,1.3,121.0504,286
"10/14/2021","C208","5Y-ESU","MAF 1","KURON","JUBA",1107,337,1.2,149.2236,264
"10/15/2021","C208","5Y-ESU","MAF 1","JUBA","KAPOETA",1013,220,1.1,89.144,242
"10/15/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1179,65,0.3,30.654,66
"10/15/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","JUBA",913,222,0.8,81.0744,176
"10/15/2021","C208","5Y-ESU","MAF 1","JUBA","NIMULE",1043,152,0.7,63.4144,154
"10/15/2021","C208","5Y-ESU","MAF 1","NIMULE","JUBA",926,152,0.6,56.3008,132
"10/18/2021","C208","5Y-ESU","MAF 1","JUBA","KAPOETA",906,220,1,79.728,220
"10/18/2021","C208","5Y-ESU","MAF 1","KAPOETA","TORIT",1047,119,0.5,49.8372,110
"10/18/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1142,120,0.5,54.816,110
"10/18/2021","C208","5Y-ESU","MAF 1","JUBA","CHUKUDUM",981,222,1,87.1128,220
"10/18/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","TORIT",811,104,0.4,33.7376,88
"10/18/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1209,120,0.5,58.032,110
"10/19/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",980,148,0.7,58.016,154
"10/19/2021","C208","5Y-ESU","MAF 1","MUNDRI","MARIDI",994,113,0.5,44.9288,110
"10/19/2021","C208","5Y-ESU","MAF 1","MARIDI","JUBA",1175,239,1,112.33,220
"10/19/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",879,352,1.3,123.7632,286
"10/19/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",965,352,1.6,135.872,352
"10/20/2021","C208","5Y-ESU","MAF 1","JUBA","KAJO KEJI",1008,113,0.5,45.5616,110
"10/20/2021","C208","5Y-ESU","MAF 1","KAJO KEJI","NIMULE",797,56,0.3,17.8528,66
"10/20/2021","C208","5Y-ESU","MAF 1","NIMULE","ARUA",917,145,0.6,53.186,132
"10/20/2021","C208","5Y-ESU","MAF 1","ARUA","JUBA",1224,217,0.9,106.2432,198
"10/22/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",878,120,0.6,42.144,132
"10/22/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",971,119,0.6,46.2196,132
"10/22/2021","C208","5Y-ESU","MAF 1","KAPOETA","LOKICHOGGIO",1057,106,0.5,44.8168,110
"10/22/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","WILSON",906,684,2.5,247.8816,550
"11/1/2021","C208","5Y-ESU","MAF 1","WILSON","LOKICHOGGIO",745,684,2.5,203.832,550
"11/1/2021","C208","5Y-ESU","MAF 1","LOKICHOGGIO","KAPOETA",1087,106,0.5,46.0888,110
"11/1/2021","C208","5Y-ESU","MAF 1","KAPOETA","TORIT",1166,119,0.5,55.5016,110
"11/1/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1238,120,0.6,59.424,132
"11/5/2021","C208","5Y-ESU","MAF 1","JUBA","CHUKUDUM",965,222,1,85.692,220
"11/5/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",799,65,0.3,20.774,66
"11/5/2021","C208","5Y-ESU","MAF 1","KAPOETA","TORIT",1175,119,0.5,55.93,110
"11/5/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1254,120,0.5,60.192,110
"11/8/2021","C208","5Y-ESU","MAF 1","JUBA","RUMBEK",956,304,1.2,116.2496,264
"11/8/2021","C208","5Y-ESU","MAF 1","RUMBEK","JUBA",1152,304,1.1,140.0832,242
"11/12/2021","C208","5Y-ESU","MAF 1","JUBA","RUMBEK",600,304,1.2,72.96,264
"11/12/2021","C208","5Y-ESU","MAF 1","RUMBEK","TONJ",685,120,0.5,32.88,110
"11/12/2021","C208","5Y-ESU","MAF 1","TONJ","YIDA",598,354,1.3,84.6768,286
"11/12/2021","C208","5Y-ESU","MAF 1","YIDA","JUBA",950,606,2.2,230.28,484
"11/15/2021","C208","5Y-ESU","MAF 1","JUBA","BOR",1006,146,1.9,58.7504,418
"11/15/2021","C208","5Y-ESU","MAF 1","BOR","AYOD",935,217,0.9,81.158,198
"11/15/2021","C208","5Y-ESU","MAF 1","AYOD","JUBA",1054,363,1.5,153.0408,330
"11/16/2021","C208","5Y-ESU","MAF 1","JUBA","MARIDI",765,240,0.9,73.44,198
"11/16/2021","C208","5Y-ESU","MAF 1","MARIDI","IBBA",910,33,0.4,12.012,88
"11/16/2021","C208","5Y-ESU","MAF 1","IBBA","YAMBIO",766,85,0.4,26.044,88
"11/16/2021","C208","5Y-ESU","MAF 1","YAMBIO","TAMBURA",891,156,0.7,55.5984,154
"11/16/2021","C208","5Y-ESU","MAF 1","TAMBURA","JUBA",974,463,1.8,180.3848,396
"11/17/2021","C208","5Y-ESU","MAF 1","JUBA","KAJO KEJI",1016,113,1,45.9232,220
"11/17/2021","C208","5Y-ESU","MAF 1","KAJO KEJI","YEI",821,107,0.4,35.1388,88
"11/17/2021","C208","5Y-ESU","MAF 1","YEI","KAJO KEJI",1189,107,0.6,50.8892,132
"11/17/2021","C208","5Y-ESU","MAF 1","KAJO KEJI","JUBA",957,113,0.5,43.2564,110
"11/18/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",785,352,1.3,110.528,286
"11/18/2021","C208","5Y-ESU","MAF 1","YAMBIO","RUMBEK",847,287,1.2,97.2356,264
"11/18/2021","C208","5Y-ESU","MAF 1","RUMBEK","JUBA",1138,304,1.2,138.3808,264
"11/19/2021","C208","5Y-ESU","MAF 1","JUBA","GUMRUK",1006,245,1,98.588,220
"11/19/2021","C208","5Y-ESU","MAF 1","GUMRUK","PIBOR",644,30,0.2,7.728,44
"11/19/2021","C208","5Y-ESU","MAF 1","PIBOR","GUMRUK",1190,30,0.2,14.28,44
"11/19/2021","C208","5Y-ESU","MAF 1","GUMRUK","BOR",724,154,0.6,44.5984,132
"11/19/2021","C208","5Y-ESU","MAF 1","BOR","GUMRUK",791,154,0.7,48.7256,154
"11/19/2021","C208","5Y-ESU","MAF 1","GUMRUK","BOR",386,154,0.6,23.7776,132
"11/19/2021","C208","5Y-ESU","MAF 1","BOR","AYOD",982,217,0.9,85.2376,198
"11/19/2021","C208","5Y-ESU","MAF 1","AYOD","JUBA",1127,363,1.4,163.6404,308
"11/20/2021","C208","5Y-ESU","MAF 1","JUBA","YEI",956,126,0.5,48.1824,110
"11/20/2021","C208","5Y-ESU","MAF 1","YEI","MARIDI",1044,167,0.7,69.7392,154
"11/20/2021","C208","5Y-ESU","MAF 1","MARIDI","JUBA",1152,239,0.9,110.1312,198
"11/22/2021","C208","5Y-ESU","MAF 1","JUBA","YIDA",670,606,2.1,162.408,462
"11/22/2021","C208","5Y-ESU","MAF 1","YIDA","JUBA",961,606,2.3,232.9464,506
"11/23/2021","C208","5Y-ESU","MAF 1","JUBA","BOR",701,146,0.6,40.9384,132
"11/23/2021","C208","5Y-ESU","MAF 1","BOR","RENK",621,620,2.3,154.008,506
"11/23/2021","C208","5Y-ESU","MAF 1","RENK","MALAKAL",1001,265,1,106.106,220
"11/24/2021","C208","5Y-ESU","MAF 1","MALAKAL","RENK",901,265,0.6,95.506,132
"11/24/2021","C208","5Y-ESU","MAF 1","RENK","BOR",883,620,2.3,218.984,506
"11/24/2021","C208","5Y-ESU","MAF 1","BOR","JUBA",1205,146,1,70.372,220
"11/25/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",1162,148,0.7,68.7904,154
"11/25/2021","C208","5Y-ESU","MAF 1","MUNDRI","JUBA",1189,148,0.6,70.3888,132
"11/26/2021","C208","5Y-ESU","MAF 1","JUBA","KIMATONG",1091,183,0.9,79.8612,198
"11/26/2021","C208","5Y-ESU","MAF 1","KIMATONG","TORIT",750,80,0.4,24,88
"11/26/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1274,120,0.5,61.152,110
"11/30/2021","C208","5Y-ESU","MAF 1","JUBA","YAMBIO",907,352,1.3,127.7056,286
"11/30/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",997,352,1.4,140.3776,308
"12/1/2021","C208","5Y-ESU","MAF 1","JUBA","MALUALKON",893,636,2.3,227.1792,506
"12/1/2021","C208","5Y-ESU","MAF 1","MALUALKON","WAU",1087,150,0.6,65.22,132
"12/1/2021","C208","5Y-ESU","MAF 1","WAU","TONJ",1039,91,0.4,37.8196,88
"12/1/2021","C208","5Y-ESU","MAF 1","TONJ","JUBA",932,419,1.6,156.2032,352
"12/2/2021","C208","5Y-ESU","MAF 1","JUBA","MARIDI",951,239,1,90.9156,220
"12/2/2021","C208","5Y-ESU","MAF 1","MARIDI","YAMBIO",1090,119,0.5,51.884,110
"12/2/2021","C208","5Y-ESU","MAF 1","YAMBIO","JUBA",1071,352,1.5,150.7968,330
"12/3/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",1036,120,0.6,49.728,132
"12/3/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",1152,119,0.6,54.8352,132
"12/3/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1234,65,0.3,32.084,66
"12/3/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","JUBA",949,222,0.8,84.2712,176
"12/6/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",854,120,0.7,40.992,154
"12/6/2021","C208","5Y-ESU","MAF 1","TORIT","CHUKUDUM",995,104,0.5,41.392,110
"12/6/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KIMATONG",742,61,0.4,18.1048,88
"12/6/2021","C208","5Y-ESU","MAF 1","KIMATONG","KAPOETA",652,39,0.3,10.1712,66
"12/6/2021","C208","5Y-ESU","MAF 1","KAPOETA","JUBA",1167,220,0.9,102.696,198
"12/7/2021","C208","5Y-ESU","MAF 1","JUBA","IBBA",1006,270,1,108.648,220
"12/7/2021","C208","5Y-ESU","MAF 1","IBBA","MARIDI",966,33,0.2,12.7512,44
"12/7/2021","C208","5Y-ESU","MAF 1","MARIDI","MUNDRI",1156,113,0.6,52.2512,132
"12/7/2021","C208","5Y-ESU","MAF 1","MUNDRI","JUBA",1189,148,0.6,70.3888,132
"12/8/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",1050,148,0.6,62.16,132
"12/8/2021","C208","5Y-ESU","MAF 1","MUNDRI","MARIDI",1076,113,0.4,48.6352,88
"12/8/2021","C208","5Y-ESU","MAF 1","MARIDI","JUBA",1234,239,1,117.9704,220
"12/10/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",1110,120,0.6,53.28,132
"12/10/2021","C208","5Y-ESU","MAF 1","TORIT","KAPOETA",1220,119,0.6,58.072,132
"12/10/2021","C208","5Y-ESU","MAF 1","KAPOETA","LOKI",1302,106,0.5,55.2048,110
"12/10/2021","C208","5Y-ESU","MAF 1","LOKI","KAPOETA",820,106,0.4,34.768,88
"12/10/2021","C208","5Y-ESU","MAF 1","KAPOETA","TORIT",1193,119,0.5,56.7868,110
"12/10/2021","C208","5Y-ESU","MAF 1","TORIT","JUBA",1256,120,0.5,60.288,110
"12/13/2021","C208","5Y-ESU","MAF 1","JUBA","TORIT",1002,120,0.6,48.096,132
"12/13/2021","C208","5Y-ESU","MAF 1","TORIT","CHUKUDUM",1105,104,0.6,45.968,132
"12/13/2021","C208","5Y-ESU","MAF 1","CHUKUDUM","KAPOETA",870,65,0.3,22.62,66
"12/13/2021","C208","5Y-ESU","MAF 1","KAPOETA","JUBA",1241,220,0.8,109.208,176
"12/14/2021","C208","5Y-ESU","MAF 1","JUBA","MUNDRI",1003,148,0.6,59.3776,132
"12/14/2021","C208","5Y-ESU","MAF 1","MUNDRI","MARIDI",1040,113,0.5,47.008,110
"12/14/2021","C208","5Y-ESU","MAF 1","MARIDI","IBBA",1203,33,0.2,15.8796,44
"12/14/2021","C208","5Y-ESU","MAF 1","IBBA","JUBA",1076,270,1.2,116.208,264
"12/15/2021","C208","5Y-ESU","MAF 1","JUBA","KAJOKEJI",1133,113,0.5,51.2116,110
"12/15/2021","C208","5Y-ESU","MAF 1","KAJOKEJI","JUBA",730,113,0.5,32.996,110
"12/15/2021","C208","5Y-ESU","MAF 1","JUBA","YEI",1098,126,0.5,55.3392,110
"12/15/2021","C208","5Y-ESU","MAF 1","YEI","ARUA",1225,122,0.6,59.78,132
"12/15/2021","C208","5Y-ESU","MAF 1","ARUA","JUBA",1279,217,0.9,111.0172,198
"12/16/2021","C208","5Y-ESU","MAF 1","JUBA","GUMRUK",1090,245,1.1,106.82,242
"12/16/2021","C208","5Y-ESU","MAF 1","GUMRUK","JUBA",764,245,1,74.872,220
"12/17/2021","C208","5Y-ESU","MAF 1","JUBA","KAPOETA",1041,220,1,91.608,220
"12/17/2021","C208","5Y-ESU","MAF 1","KAPOETA","CHUKUDUM",1229,69,0.4,33.9204,88
